slno,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,url
1,661.0,0.12405446293494705,5.900151285930408,3,82,126,687.8505859375,90.4398183312771,62,2,4,11.5551448291276,923,https://web.archive.org/web/20110101000000/http://www.letsredu.com
2,155.0,0.0967741935483871,20.64516129032258,0,27,38,675.0947265625,88.61820606772487,44,10,0,99.64978017588558,1650,https://web.archive.org/web/20110101000000/http://avaaz.org
3,580.0,0.1896551724137931,10.0,0,36,101,653.7548828125,85.84050967592557,72,9,0,91.90302509964334,1455,https://web.archive.org/web/20110101000000/http://www.amnesty.org.au/
4,401.0,0.06483790523690773,10.972568578553615,0,22,32,52.67578125,62.919911012235815,35,2,0,16.188778163319494,513,https://web.archive.org/web/20110101000000/http://diy.theirc.org/
8,13.0,0.0,7.6923076923076925,0,1,2,273.20703125,95.59843296492758,27,2,0,10.391780830659796,238,https://web.archive.org/web/20110101000000/http://explorer.muralarts.org/
9,30.0,0.0,0.0,0,1,2,35.62109375,68.23664875534598,21,4,0,28.458839127277944,975,https://web.archive.org/web/20110101000000/http://www.moma.org/bauhaus
10,456.0,0.4780701754385965,6.140350877192982,0,29,122,950.94140625,93.74591790207894,72,17,0,52.76214444507026,2394,https://web.archive.org/web/20110101000000/http://www.aia.org
12,320.0,0.296875,9.375,0,22,128,1936.65625,97.94608135801074,55,12,0,39.62980770042082,1607,https://web.archive.org/web/20110101000000/http://contempglass.org/
14,16.0,5.0,0.0,0,38,49,7223.9072265625,98.07273780731055,64,15,0,47.96549311581407,1571,https://web.archive.org/web/20110101000000/http://www.asla.org/greenroof
15,105.0,0.08571428571428572,8.571428571428571,0,4,28,678.0830078125,92.64845029286087,30,10,0,25.872641602990107,1560,https://web.archive.org/web/20110101000000/http://www.2011Mediocrity.com
16,662.0,0.0513595166163142,2.56797583081571,0,23,40,209.0859375,89.47427418450846,27,2,0,36.68090985446639,432,https://web.archive.org/web/20110101000000/http://www.it.vespa.com
17,72.0,0.2777777777777778,4.166666666666666,0,0,35,915.3837890625,94.99900251026027,38,5,0,29.242600781986766,980,https://web.archive.org/web/20110101000000/http://www.nissanusa.com/leaf-electric-car
