slno,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,url
1,289.0,0.0,16.608996539792386,0,226,41,154.7587890625,82.06950079824324,142,6,0,33.443391607205854,1662,https://web.archive.org/web/20020101000000/http://www.tolerance.org
2,114.0,0.0,8.771929824561402,0,93,14,217.9228515625,87.8728943818815,90,11,0,58.21734738987956,2399,https://web.archive.org/web/20020101000000/http://www.peta.org
3,914.0,0.1586433260393873,28.44638949671772,0,181,60,188.2861328125,86.64142527424082,167,5,0,41.23070711531078,1780,https://web.archive.org/web/20020101000000/http://www.alternet.org
4,310.0,0.0,10.0,0,276,49,140.1044921875,81.9352185520015,190,4,0,47.78770645733516,1933,https://web.archive.org/web/20020101000000/http://www.corpwatch.org
5,127.0,0.08661417322834646,12.598425196850393,0,38,27,98.7109375,81.5779580530273,37,2,0,37.1134258475163,1079,https://web.archive.org/web/20020101000000/http://www.idealist.org
6,0.0,0.0,0.0,0,5,0,32.119140625,78.75342049255093,18,5,0,28.368248112975895,541,https://web.archive.org/web/20020101000000/http://www.guggenheim.com
7,137.0,0.0,8.75912408759124,0,69,5,122.2919921875,86.01180256653916,44,6,0,129.7579194614696,1544,https://web.archive.org/web/20020101000000/http://www.kazaa.com
8,0.0,0.0,0.0,0,61,8,113.0732421875,89.66464283555149,72,8,0,59.100593773110205,778,https://web.archive.org/web/20020101000000/http://www.120seconds.com
9,0.0,0.0,0.0,0,11,0,79.5009765625,77.13274945030648,25,3,0,34.06845190855485,558,https://web.archive.org/web/20020101000000/http://www.bthere.tv
10,0.0,0.0,0.0,0,0,0,15.2744140625,28.73857170257656,15,1,0,70.03745736537297,71,https://web.archive.org/web/20020101000000/http://www.oddcast.com
12,720.0,0.004166666666666667,23.47222222222222,0,137,153,199.7568359375,78.99105846463718,89,7,0,55.072500007188886,1689,https://web.archive.org/web/20020101000000/http://www.babycenter.com
13,197.0,0.0,5.0761421319796955,0,217,71,209.578125,86.83460076045627,147,5,0,33.84253829757006,1524,https://web.archive.org/web/20020101000000/http://www.cooking.com
14,429.0,0.0,13.986013986013987,0,232,75,117.490234375,73.63810157094173,101,7,0,69.78911452341252,1928,https://web.archive.org/web/20020101000000/http://www.travelocity.com
16,127.0,0.08661417322834646,12.598425196850393,0,38,27,98.5263671875,81.55633307232559,37,2,0,37.1134258475163,1079,https://web.archive.org/web/20020101000000/http://www.idealist.org
17,601.0,0.0,1.8302828618968388,0,283,134,224.40234375,83.43908298083451,273,8,0,47.72668804519983,1827,https://web.archive.org/web/20020101000000/http://www.beliefnet.com
18,204.0,0.0,11.27450980392157,0,61,22,186.5791015625,87.6727887489074,76,1,0,28.910521133046633,1164,https://web.archive.org/web/20020101000000/http://www.burningman.com
19,0.0,0.0,0.0,0,0,0,80.5380859375,79.52734900752992,10,12,0,88.7226825758353,1960,https://web.archive.org/web/20020101000000/http://www.nerve.com
21,166.0,0.0,4.819277108433735,0,109,32,118.921875,81.77966101694915,62,3,0,41.19439844930108,1334,https://web.archive.org/web/20020101000000/http://www.exploratorium.edu
22,429.0,0.0,3.0303030303030303,0,93,46,180.484375,85.61704614319106,91,6,0,53.20369791903904,1894,https://web.archive.org/web/20020101000000/http://www.enature.com
23,222.0,0.0,9.00900900900901,0,105,33,228.396484375,89.5971403894338,72,4,0,46.22396347226782,1408,https://web.archive.org/web/20020101000000/http://www.jasonproject.org
24,527.0,0.0,16.129032258064516,0,60,47,216.8388671875,90.36853222123642,69,3,0,42.984188814764856,1944,https://web.archive.org/web/20020101000000/http://marcopolo.worldcom.com
25,104.0,0.0,11.538461538461538,0,38,14,218.7412109375,91.7242210624534,36,11,0,46.6374889849292,2371,https://web.archive.org/web/20020101000000/http://www.nomoretests.com
26,246.0,0.0,13.821138211382115,0,10,7,82.2236328125,78.96362103162821,16,5,0,25.35286479318319,1084,https://web.archive.org/web/20020101000000/http://www.zoozoom.com
27,289.0,0.0,9.342560553633218,0,107,79,221.2919921875,87.83378860827085,97,11,0,67.94991305464724,1576,https://web.archive.org/web/20020101000000/http://www.style.com
28,0.0,0.0,0.0,0,29,0,127.3740234375,83.71476106140412,35,6,0,20.71777951241401,749,https://web.archive.org/web/20020101000000/http://www.hintmag.com
30,0.0,0.0,0.0,0,46,0,176.4541015625,88.04077724709308,47,3,0,104.86159124207197,984,https://web.archive.org/web/20020101000000/http://www.sowear.com
31,667.0,0.0,27.736131934032983,0,206,135,80.2392578125,72.04040649911762,19,7,0,49.99181933634049,2323,https://web.archive.org/web/20020101000000/http://finance.yahoo.com
32,226.0,0.008849557522123894,26.548672566371685,0,139,19,209.0712890625,88.94571883655863,59,9,0,71.67693039181285,1836,https://web.archive.org/web/20020101000000/http://www.marketocracy.com
33,1563.0,0.0,19.577735124760075,0,84,23,124.4140625,72.46232339089482,30,6,0,36.01979988132683,1215,https://web.archive.org/web/20020101000000/http://www.10kwizard.com
34,53.0,0.0,11.320754716981133,0,40,8,179.328125,88.38927855711422,39,5,0,33.76794588168504,1560,https://web.archive.org/web/20020101000000/http://www.financialengines.com
