slno,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,url
1,32.0,0.0,21.875,0,29,20,92.49609375,78.69525740107268,27,3,0,72.82002738532154,985,https://web.archive.org/web/20010101000000/http://www.volunteermatch.org
2,650.0,0.007692307692307693,7.384615384615385,0,64,35,148.7255859375,88.16113464000787,70,8,0,68.91468042868563,2190,https://web.archive.org/web/20010101000000/http://www.actforchange.com
3,1866.0,0.0,12.379421221864952,0,73,185,181.73828125,84.18968296614723,59,8,0,50.70045199236271,2220,https://web.archive.org/web/20010101000000/http://www.indymedia.org
4,255.0,0.0,13.725490196078432,0,102,16,237.642578125,87.12491678515364,122,5,0,51.37433931855241,1476,https://web.archive.org/web/20010101000000/http://www.peta-online.org
5,814.0,0.0,23.710073710073708,0,94,121,96.0908203125,76.45151783082818,48,5,0,47.3349442859729,1446,https://web.archive.org/web/20010101000000/http://www.protest.net
7,14.0,0.0,0.0,0,3,9,48.8427734375,67.84764570628812,13,1,0,24.364362608445983,189,https://web.archive.org/web/20010101000000/http://www.c5corp.com/1to1
9,37.0,0.0,2.7027027027027026,0,8,2,75.3662109375,84.42371234207968,14,6,0,29.419250673585736,1040,https://web.archive.org/web/20010101000000/http://www.glasbead.com
13,0.0,0.0,0.0,0,61,8,118.4423828125,90.37061466793091,72,8,0,59.100593773110205,778,https://web.archive.org/web/20010101000000/http://www.120seconds.com
16,446.0,0.0,21.300448430493272,0,177,68,148.3046875,75.6828478111995,55,5,0,49.952011404183075,1564,https://web.archive.org/web/20010101000000/http://www.travelocity.com
17,43.0,0.0,13.953488372093023,0,48,10,214.423828125,85.28396411167282,51,2,0,48.44932416925607,1031,https://web.archive.org/web/20010101000000/http://www.cafepress.com
18,308.0,0.0,10.714285714285714,0,560,53,192.9326171875,81.00605882680462,505,7,0,33.550813538741714,1283,https://web.archive.org/web/20010101000000/http://gorptravel.gorp.com
19,365.0,0.0,43.013698630136986,0,326,125,1599.0517578125,84.22026237473503,125,6,0,89.95218739680715,1705,https://web.archive.org/web/20010101000000/http://www.half.com
20,243.0,0.0,43.20987654320987,0,91,41,185.3984375,75.66842948042644,145,5,0,38.78671764833977,1578,https://web.archive.org/web/20010101000000/http://www.mysimon.com
21,263.0,0.24334600760456274,9.125475285171103,0,135,95,51.33203125,64.55749181949624,13,4,0,48.66300451723718,1438,https://web.archive.org/web/20010101000000/http://www.craigslist.org
23,581.0,0.0,4.819277108433735,0,141,107,205.8388671875,83.90541752261848,129,5,0,41.45350135797498,1543,https://web.archive.org/web/20010101000000/http://www.beliefnet.com
24,526.0,0.005703422053231939,22.0532319391635,0,150,80,129.580078125,80.19443816414199,90,5,0,80.47080068181046,1557,https://web.archive.org/web/20010101000000/http://www.chickclick.com
