slno,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,url
2,739.0,0.4709066305818674,18.403247631935045,0,40,112,2431.6328125,95.25633014081973,126,3,1,17.07235009461101,723,https://web.archive.org/web/20160101000000/http://www.mipex.eu
3,716.0,0.0335195530726257,6.145251396648044,0,34,81,2370.4951171875,97.00352683770656,79,4,0,27.50365639650343,852,https://web.archive.org/web/20160101000000/https://islamophobianetwork.com/
7,331.0,0.1691842900302115,70.39274924471299,0,45,73,2241.2138671875,98.68614550830652,31,11,0,19.68880789379616,2143,https://web.archive.org/web/20160101000000/http://digital.bodleian.ox.ac.uk/
8,257.0,0.0,0.7782101167315175,0,0,65,3672.4833984375,78.70121519758827,124,6,0,10.913626655814765,778,https://web.archive.org/web/20160101000000/http://exhibitions.guggenheim.org/storylines/
10,192.0,0.08333333333333333,6.25,0,12,1,61.25390625,57.66054460812448,27,1,0,17.933649367567355,897,https://web.archive.org/web/20160101000000/http://www.uzik.com/webby2015/quai-branly/
11,218.0,0.23853211009174313,11.926605504587156,0,18,29,2636.4482421875,96.35214427554234,41,18,0,107.09663158195829,1467,https://web.archive.org/web/20160101000000/https://teachersguild.org/
12,351.0,0.48717948717948717,43.87464387464387,1,12,142,7020.8369140625,97.41832939532533,82,11,0,53.3717249968335,1768,https://web.archive.org/web/20160101000000/http://uaw.org
13,987.0,0.14387031408308004,8.51063829787234,0,17,77,2410.1552734375,95.586789135652,72,5,0,114.45808228484596,1228,https://web.archive.org/web/20160101000000/http://www.floridamilk.com
15,587.0,0.4940374787052811,41.56729131175469,0,1242,73,9890.6845703125,29.753711001543138,48,8,0,37.45179650690283,801,https://web.archive.org/web/20160101000000/http://sagawards.org
16,656.0,0.49085365853658536,29.573170731707314,0,2,255,3160.7724609375,94.54599551199998,97,1,0,3.0401834624040016,238,https://web.archive.org/web/20160101000000/https://hbr.org/
17,1001.0,0.3436563436563437,3.3966033966033966,1,6,302,4443.2587890625,96.96470051959417,213,6,1,26.997143109847148,2009,https://web.archive.org/web/20160101000000/http://www.forbes.com
18,186.0,0.15591397849462366,5.376344086021505,0,8,102,6049.73046875,94.4033695974317,83,4,0,92.47218637934735,1042,https://web.archive.org/web/20160101000000/http://www.bloomberg.com
19,323.0,0.33126934984520123,37.77089783281733,0,0,76,5498.2041015625,98.38287040104181,79,6,0,19.68661346778769,1103,https://web.archive.org/web/20160101000000/http://www.dowjones.com
20,652.0,0.13803680981595093,10.276073619631902,0,2,385,2217.98046875,71.43208119717578,27,6,0,25.9948727948816,1642,https://web.archive.org/web/20160101000000/http://www.vroom.com
21,517.0,0.4796905222437137,69.24564796905223,1,7,290,2140.9580078125,94.83396971547765,141,10,0,38.64414773425641,1945,https://web.archive.org/web/20160101000000/http://www.motortrend.com/
22,255.0,0.0784313725490196,78.03921568627452,0,5,132,9195.0615234375,98.91185432737491,111,6,0,13.517523740671058,1161,https://web.archive.org/web/20160101000000/https://exoticcars.enterprise.com/en/vehicles.html
23,100.0,0.19,40.0,0,5,18,1742.6298828125,91.36996043045124,52,3,0,4.71996538117714,323,https://web.archive.org/web/20160101000000/http://ClassicFordBroncos.com
24,79.0,0.1518987341772152,15.18987341772152,0,1,3,1493.203125,47.03107832365406,51,3,0,12.146662891562938,705,https://web.archive.org/web/20160101000000/http://www.lemans.alpine-cars.com/en/
25,827.0,0.05199516324062878,20.556227327690447,0,13,133,5486.80078125,98.29696053241408,148,18,0,57.74666950544734,2074,https://web.archive.org/web/20160101000000/http://ellentv.com
27,172.0,0.0,3.488372093023256,0,21,152,2771.5654296875,94.91121295606929,140,10,0,52.77964021298129,1570,https://web.archive.org/web/20160101000000/http://teamcoco.com/
28,3788.0,0.39625131995776136,46.30411826821542,0,295,309,2909.8173828125,96.59735546387448,60,7,0,32.65529790810208,718,https://web.archive.org/web/20160101000000/http://www.KendallJ.com
29,175.0,0.08571428571428572,64.57142857142857,0,4,63,2424.0888671875,93.24681833179106,65,5,0,27.980719881816103,1311,https://web.archive.org/web/20160101000000/http://www.u2.com
30,308.0,0.11038961038961038,5.844155844155844,0,10,58,5019.701171875,97.7441619680579,102,8,0,112.26957219299167,1071,https://web.archive.org/web/20160101000000/http://www.thatsnotcool.com
32,514.0,0.10505836575875487,0.5836575875486382,0,47,58,544.6103515625,92.44514337049317,26,5,0,31.38197146833752,762,https://web.archive.org/web/20160101000000/http://www.havealittleheart.co.nz
33,171.0,0.38596491228070173,76.60818713450293,0,2,64,2259.0966796875,91.68569779731683,47,7,0,34.47391413293258,868,https://web.archive.org/web/20160101000000/http://www.onedrop.org
34,325.0,0.13230769230769232,27.692307692307693,0,12,48,981.77734375,89.8840193367418,34,4,0,26.328531656118454,757,https://web.archive.org/web/20160101000000/https://www.thetruth.com/
35,390.0,0.1282051282051282,3.8461538461538463,2,64,59,5608.59765625,96.0694065542509,95,8,0,26.453327753046946,1332,https://web.archive.org/web/20160101000000/http://ihadcancer.com
36,256.0,0.21484375,0.78125,0,5,32,4591.638671875,92.59332201577341,81,9,0,35.17561141776259,849,https://web.archive.org/web/20160101000000/http://tumblr.com
37,132.0,0.030303030303030304,8.333333333333332,0,0,121,2730.40625,93.49913588866126,54,6,0,27.955206647257757,1264,https://web.archive.org/web/20160101000000/http://www.behance.net
39,170.0,0.711764705882353,15.88235294117647,0,28,307,2686.3896484375,92.94723146881542,213,13,0,73.44837780021625,1967,https://web.archive.org/web/20160101000000/http://yourshot.nationalgeographic.com
40,0.0,0.0,0.0,1,0,0,468.140625,94.34598311137813,20,1,1,0.0,1,https://web.archive.org/web/20160101000000/http://www.wove.com/
43,39.0,0.48717948717948717,7.6923076923076925,0,3,4,1944.0185546875,97.07074233614226,76,5,0,12.217002001674553,1059,https://web.archive.org/web/20160101000000/http://www.whateveryourstyle.com/en/?b=high
44,17.0,3.0588235294117645,0.0,0,8,35,260.8642578125,70.05671502105756,19,1,0,0.0,1,https://web.archive.org/web/20160101000000/http://intermusica.co.uk/
45,23.0,0.8695652173913043,8.695652173913043,0,0,13,4343.3876953125,51.48453254531797,25,3,0,24.566174957162243,681,https://web.archive.org/web/20160101000000/https://www.google.com/ideas/
46,494.0,0.22469635627530365,11.133603238866396,0,3,159,3562.9482421875,86.19419870142436,234,4,0,11.924694815755542,767,https://web.archive.org/web/20160101000000/https://corporate.discovery.com/
47,981.0,0.11213047910295616,21.61060142711519,0,172,135,7479.1494140625,97.20038090268923,108,16,0,47.14027755614852,1965,https://web.archive.org/web/20160101000000/http://www.fullers.co.uk/
48,83.0,0.1686746987951807,19.27710843373494,0,5,8,781.80078125,87.96411030223692,29,13,0,34.12348030984314,1970,https://web.archive.org/web/20160101000000/https://www.tillamook.com/co-op/
49,540.0,0.012962962962962963,1.6666666666666667,0,27,144,432.1630859375,62.828476843639486,38,4,0,22.380443193113354,1034,https://web.archive.org/web/20160101000000/http://postitforward.tumblr.com
