slno,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,url
1,38.0,0.0,42.10526315789473,0,1,16,335.1650390625,89.24183223633413,25,3,0,63.38238720903931,932,https://web.archive.org/web/20090101000000/http://www.atmospherebbdo.com/work/ci/protect
2,307.0,0.0,16.286644951140065,0,37,29,506.16015625,90.24556827214707,51,5,1,23.891552460552237,1697,https://web.archive.org/web/20090101000000/http://www.rockthevote.com
3,2210.0,0.040271493212669686,3.9819004524886874,1,96,389,1386.9677734375,95.75041101773978,93,4,0,52.61884288745035,1347,https://web.archive.org/web/20090101000000/http://whytuesday.org
6,51.0,0.0392156862745098,0.0,0,2,0,79.8349609375,77.26021700040367,18,1,0,14.666984904669786,427,https://web.archive.org/web/20090101000000/http://www.keithtyson.com/
7,33.0,0.0,0.0,0,2,1,84.0771484375,82.09419826935363,17,2,0,11.93965077805739,286,https://web.archive.org/web/20090101000000/http://www.livehopelove.com
8,30.0,0.0,0.0,0,21,0,105.439453125,83.72510882652588,27,2,0,13.258105448819638,389,https://web.archive.org/web/20090101000000/http://www.moma.org/interactives/exhibitions/2008/colorchart/
9,143.0,0.1258741258741259,8.391608391608392,0,5,61,711.5576171875,92.221208149485,28,8,0,84.69244577440477,1528,https://web.archive.org/web/20090101000000/http://www.moma.org/interactives/exhibitions/2008/elasticmind/
10,161.0,0.024844720496894408,26.08695652173913,0,15,76,878.16015625,95.17256871388601,42,10,0,40.563098281020075,1989,https://web.archive.org/web/20090101000000/http://www.20x200.com
11,22.0,0.18181818181818182,100.0,0,0,7,114.232421875,83.73997640501308,20,2,0,12.730162647092206,477,https://web.archive.org/web/20090101000000/http://www.justaddnewzealanders.com
12,337.0,0.0771513353115727,14.540059347181009,0,45,27,335.2314453125,90.45231693355511,55,7,0,58.571677754658005,1941,https://web.archive.org/web/20090101000000/http://www.iwmf.org
14,7094.0,0.016774739216239076,2.6642232872850298,0,198,1,75.140625,44.10870243293824,26,4,0,36.544450910209385,1758,https://web.archive.org/web/20090101000000/http://communicate.usgbc.org/2008/
15,156.0,0.02564102564102564,0.0,0,4,4,125.3408203125,81.93129669884456,18,4,0,15.92041654837091,939,https://web.archive.org/web/20090101000000/http://agencyrepublic.net/awards/webby_smart/smart.php
16,2.0,0.0,50.0,0,0,0,47.6533203125,69.57189991187983,21,1,0,0.0,1,https://web.archive.org/web/20090101000000/http://www.porsche.com/all/usa/911/
18,83.0,0.024096385542168676,0.0,0,7,2,49.0498046875,67.56923567005794,15,1,0,18.899576688881783,450,https://web.archive.org/web/20090101000000/http://www.achtung.nl/awards/2008/volkswageninnovationswebsite/
19,273.0,0.0,1.098901098901099,0,33,4,50.0,66.306640625,27,4,0,12.277736821173303,523,https://web.archive.org/web/20090101000000/http://www.prize-entry.com/xc60_general/websites/
21,81.0,0.0,11.11111111111111,0,129,20,180.5478515625,78.03235594787999,43,2,2,94.79831232749096,937,https://web.archive.org/web/20090101000000/http://www.billeo.com
23,149.0,0.20134228187919462,3.3557046979865772,0,11,29,335.0859375,90.29808118253247,34,13,1,45.34815888308054,1583,https://web.archive.org/web/20090101000000/http://www.rudder.com
24,94.0,0.20212765957446807,1.0638297872340425,0,7,43,92.1689453125,75.32236361132007,50,3,0,41.65476751405171,1368,https://web.archive.org/web/20090101000000/http://xero.com
25,96.0,0.020833333333333332,1.0416666666666665,0,4,1,86.10546875,82.48423535816359,14,6,0,20.72161999215049,973,https://web.archive.org/web/20090101000000/http://www.bbhgraze.com/awards/webbys_09/axehair_website/
26,16.0,0.0,43.75,0,2,2,678.5634765625,92.90162323037092,148,8,0,8.547952455386582,794,https://web.archive.org/web/20090101000000/http://www.maccosmetics.com/
31,347.0,0.06051873198847262,5.187319884726225,0,15,95,430.1259765625,90.95468487838546,45,6,0,27.625961871362904,1620,https://web.archive.org/web/20090101000000/http://www.ft.com/alphaville
33,2150.0,0.18093023255813953,9.255813953488373,2,145,258,983.71484375,92.99381331130797,111,7,1,29.090524412976887,2096,https://web.archive.org/web/20090101000000/http://nytimes.com/dealbook
34,2293.0,0.024858264282599216,0.56694286960314,0,59,173,318.4140625,89.7091297200481,45,16,0,31.581325960542536,1984,https://web.archive.org/web/20090101000000/http://richard.virgin.com
35,3079.0,0.02987983111399805,1.5264696329977265,8,137,108,665.0625,92.9404837421295,60,9,0,21.764056679758077,1523,https://web.archive.org/web/20090101000000/http://www.1000awesomethings.com
36,243.0,0.2222222222222222,4.11522633744856,1,33,124,359.0498046875,91.24724274955327,45,9,0,14.225401965067293,1585,https://web.archive.org/web/20090101000000/http://www.thisisindexed.com
37,2889.0,0.010730356524749048,2.665282104534441,0,0,382,652.912109375,94.19083971749164,79,8,1,17.089084857126355,1153,https://web.archive.org/web/20090101000000/http://www.designobserver.com
38,1423.0,0.008432888264230498,1.3352073085031624,0,38,148,89.13671875,56.96130417634428,25,4,0,21.83763390334433,1194,https://web.archive.org/web/20090101000000/http://orwelldiaries.wordpress.com/
39,1697.0,0.12728344136711844,6.835592221567471,24,91,286,774.0,93.75100936692506,185,8,1,36.380626792228426,1251,https://web.archive.org/web/20090101000000/http://www.treehugger.com
