slno,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,url
1,243.0,0.0,18.930041152263374,0,100,25,145.318359375,83.34341357203338,53,11,0,68.94632424847026,1656,https://web.archive.org/web/20060101000000/http://youthink.worldbank.org/
2,404.0,0.039603960396039604,2.2277227722772275,0,23,15,324.5625,91.1665944540728,40,11,0,52.54440864800745,2276,https://web.archive.org/web/20060101000000/http://www.feedmebetter.com
4,32.0,0.3125,3.125,1,2,12,147.8759765625,84.18160805679379,17,7,1,30.981079038296006,955,https://web.archive.org/web/20060101000000/http://www.JoinTheGlobalFund.org
5,81.0,0.0,0.0,0,18,9,176.5244140625,86.83676235471147,36,6,0,41.52497587307245,1137,https://web.archive.org/web/20060101000000/http://www.helpyourcommunity.org/
7,6.0,0.0,0.0,0,54,4,269.625,92.3914145804358,55,13,0,52.28480500884949,1501,https://web.archive.org/web/20060101000000/http://www.pbs.org/independentlens/offthemap/
8,153.0,0.0,0.6535947712418301,0,67,6,282.8505859375,86.72209198346907,65,7,0,84.74294136474431,1473,https://web.archive.org/web/20060101000000/http://www.tate.org.uk/britain/explore/default.htm
9,40.0,0.0,0.0,0,97,18,301.005859375,91.66596372838465,72,7,0,60.88763751606264,1506,https://web.archive.org/web/20060101000000/http://www.ArtisanCam.org.uk
12,140.0,0.05,7.142857142857142,0,14,19,148.703125,84.861957549648,22,12,0,38.34750979022539,1459,https://web.archive.org/web/20060101000000/http://www.drivingethanol.org
15,634.0,0.0,25.86750788643533,6,697,77,656.04296875,94.4400614479568,346,7,0,38.2262491346893,1748,https://web.archive.org/web/20060101000000/http://www.nyas.org
16,0.0,0.0,0.0,0,0,0,80.4990234375,79.55502177578823,10,3,0,0.16482206567113003,642,https://web.archive.org/web/20060101000000/http://www.mercedes-amg.com/
17,51.0,0.0,1.9607843137254901,0,76,7,349.0048828125,90.57336567976473,65,10,1,31.580088664871468,1928,https://web.archive.org/web/20060101000000/http://www.scion.com/bys/pub/
20,0.0,0.0,0.0,0,0,0,38.5029296875,71.94815735409745,17,3,0,94.92154628966507,714,https://web.archive.org/web/20060101000000/http://www.toyota.com/hsd
21,289.0,0.08304498269896193,2.768166089965398,0,234,50,173.90234375,74.49235158022418,168,9,0,40.3507180444488,1605,https://web.archive.org/web/20060101000000/http://bankofamerica.com
22,10.0,1.3,0.0,0,20,3,41.34765625,66.9130845536136,24,1,0,4.567909064144346,1,https://web.archive.org/web/20060101000000/http://www.chaseblink.com
23,275.0,0.06545454545454546,0.36363636363636365,0,6,51,62.880859375,67.01351141481597,30,2,0,19.129589967825137,293,https://web.archive.org/web/20060101000000/http://www.barclays.co.uk/
24,0.0,0.0,0.0,0,19,0,130.427734375,84.38206621842195,34,4,0,111.04223305038803,999,https://web.archive.org/web/20060101000000/http://www.ingdirect.com/
