slno,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,url
1,342.0,0.0,10.526315789473683,0,64,25,173.2490234375,90.26250373435096,54,6,0,55.36121944604881,1987,https://web.archive.org/web/20030101000000/http://www.actforchange.com
2,0.0,0.0,0.0,0,0,0,87.708984375,73.01422940744204,10,4,0,49.576750625776526,1821,https://web.archive.org/web/20030101000000/http://www.greenpeace.org
3,398.0,0.0,25.879396984924625,0,187,80,153.1689453125,84.28065924957761,79,9,0,42.16149047529353,1808,https://web.archive.org/web/20030101000000/https://www.janegoodall.org/
4,0.0,0.0,0.0,0,13,1,238.40625,93.22814261371084,31,11,0,65.43608394954808,1276,https://web.archive.org/web/20030101000000/http://www.voiceyourself.com
5,85.0,0.0,8.235294117647058,0,71,10,457.08984375,94.60111951459214,75,5,0,27.602146334200913,1335,https://web.archive.org/web/20030101000000/http://www.wri.org
6,60.0,0.0,18.333333333333332,0,18,2,14.8486328125,28.017099638276882,14,2,0,14.948856693224942,543,https://web.archive.org/web/20030101000000/http://www.cbcradio3.com
8,38.0,0.0,0.0,0,79,14,283.0849609375,90.38564366511544,97,7,0,34.3958199054914,1345,https://web.archive.org/web/20030101000000/http://www.pbs.org/commandingheights
10,207.0,0.6521739130434783,2.4154589371980677,0,20,5,98.06640625,80.4600677155945,16,2,0,35.894759589564906,1336,https://web.archive.org/web/20030101000000/http://www.abc.net.au/homeless
12,129.0,0.0,8.527131782945736,0,204,43,269.8076171875,88.70867914421083,129,12,0,43.792993525666596,1764,https://web.archive.org/web/20030101000000/http://www.art.com
16,470.0,0.07234042553191489,8.085106382978724,0,142,64,230.7548828125,85.8650065808128,104,7,0,42.64381871606558,2085,https://web.archive.org/web/20030101000000/http://www.meetup.com
17,797.0,0.0037641154328732747,2.5094102885821834,0,73,53,245.87109375,90.59069316683349,32,6,0,72.0617679976107,1639,https://web.archive.org/web/20030101000000/http://www.geocaching.com
18,138.0,0.0,28.26086956521739,0,183,40,847.8193359375,97.37354679456833,148,4,0,15.652406421150044,1306,https://web.archive.org/web/20030101000000/http://www.bbc.co.uk/videonation
19,324.0,0.0,12.654320987654321,0,65,44,101.9384765625,73.24807204100206,36,6,0,54.662245447765706,1990,https://web.archive.org/web/20030101000000/http://www.livejournal.com
