slno,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,url
1,65.0,0.015384615384615385,0.0,0,2,10,132.9736328125,87.52983512650094,19,13,0,52.03042643045741,1410,https://web.archive.org/web/20070101000000/http://www.greenpeace.org/apple
2,163.0,0.0,17.177914110429448,4,19,19,362.021484375,93.25240754228372,50,11,1,55.690358230566304,1625,https://web.archive.org/web/20070101000000/http://www.savetheinternet.com/
3,47.0,0.0,4.25531914893617,0,37,8,480.8544921875,95.05031529564678,62,21,0,81.09133419902741,2061,https://web.archive.org/web/20070101000000/http://MyWonderfulWorld.org
4,365.0,0.10136986301369863,8.767123287671232,0,40,69,319.306640625,82.30755115148179,46,13,0,76.81914652672164,2135,https://web.archive.org/web/20070101000000/http://www.theirc.org
7,26.0,0.0,3.8461538461538463,0,0,1,93.875,83.89335053262317,20,3,0,12.037208576607721,250,https://web.archive.org/web/20070101000000/http://peoplesdesignaward.org
8,0.0,0.0,0.0,0,12,0,117.3359375,84.29988681004062,21,6,0,88.93263641465975,1817,https://web.archive.org/web/20070101000000/http://www.interacttenways.com/usa/home.asp
9,107.0,0.06542056074766354,5.607476635514018,0,7,29,456.169921875,92.3197136483715,23,16,0,22.544448854739354,1464,https://web.archive.org/web/20070101000000/http://www.universalleonardo.org/
10,0.0,0.0,0.0,0,2,0,55.603515625,73.41142997646563,14,1,0,15.003561398487902,45,https://web.archive.org/web/20070101000000/http://www.neue-digitale.de/projects/summer-of-love
11,405.0,0.037037037037037035,35.06172839506173,0,67,47,469.46484375,94.00164748758144,124,9,1,40.5854506335328,1722,https://web.archive.org/web/20070101000000/http://www.poetryfoundation.org/
12,314.0,0.0,4.45859872611465,0,94,65,147.748046875,79.5649530054067,29,9,0,24.277108652789135,1500,https://web.archive.org/web/20070101000000/http://www.dreamit-doit.com
13,104.0,0.0,19.230769230769234,0,44,13,152.814453125,85.1586763972853,29,16,0,65.48199971307294,1837,https://web.archive.org/web/20070101000000/http://www.virtualquarry.co.uk
14,87.0,0.19540229885057472,3.4482758620689653,0,7,31,338.111328125,92.16609959968345,25,17,0,38.46094521970946,2429,https://web.archive.org/web/20070101000000/http://startheregoplaces.com
15,4.0,0.0,0.0,0,8,1,191.0517578125,84.47226240435091,21,12,0,46.4327508596549,1843,https://web.archive.org/web/20070101000000/http://www.pigsanonymous.com
18,0.0,0.0,0.0,0,2,0,125.1376953125,91.1987576185608,14,7,0,26.946924456008887,1427,https://web.archive.org/web/20070101000000/http://www.miniusa.com
19,0.0,0.0,0.0,0,13,0,87.9306640625,87.72559167490365,24,6,0,5.301230222896804,705,https://web.archive.org/web/20070101000000/http://www.vwfeatures.com/friendlygti.html
20,0.0,0.0,0.0,0,0,0,91.884765625,83.00457009246466,23,2,0,4.1218345428372904,153,https://web.archive.org/web/20070101000000/http://microsites.audi.com/audir8/
21,208.0,0.0,4.326923076923077,0,29,13,387.525390625,87.43781909451498,52,14,0,99.14394047132129,1675,https://web.archive.org/web/20070101000000/http://www.zopa.com
