id,urls
29,https://web.archive.org/web/20170101000000/http://jigsaw.google.com
86,https://web.archive.org/web/20170101000000/https://www.wired.com/category/photo/
112,https://web.archive.org/web/20170101000000/http://www.bbc.com/earth/world
122,https://web.archive.org/web/20170101000000/http://www.espn.com
3,https://web.archive.org/web/20170101000000/http://projects.two-n.com/world-gender/
18,https://web.archive.org/web/20170101000000/https://rewind2016.withyoutube.com/
27,https://web.archive.org/web/20170101000000/https://oasen.nl/dear-webby-judge
28,https://web.archive.org/web/20170101000000/https://www.90yearsofdesign.philips.com/
37,https://web.archive.org/web/20170101000000/https://sundaecollective.com
53,https://web.archive.org/web/20170101000000/http://www.clock.co.uk/lol-webby-award
56,https://web.archive.org/web/20170101000000/http://www.clock.co.uk/lol-webby-award
63,https://web.archive.org/web/20170101000000/http://www.helloflo.com
83,https://web.archive.org/web/20170101000000/https://bittersweetmonthly.com/
92,https://web.archive.org/web/20170101000000/http://residente.com
94,https://web.archive.org/web/20170101000000/http://www.vevo.com
96,https://web.archive.org/web/20170101000000/http://ourcase.study/eyeofthestormers/
106,https://web.archive.org/web/20170101000000/https://sundaecollective.com
109,https://web.archive.org/web/20170101000000/https://ueno.co/
110,https://web.archive.org/web/20170101000000/http://resn.co.nz/
128,https://web.archive.org/web/20170101000000/http://roadsandkingdoms.com
129,https://web.archive.org/web/20170101000000/http://features.weather.com/stargaze/
139,https://web.archive.org/web/20170101000000/http://teenvoguewebbys.tumblr.com/post/152435086793/best-general-website-youth-teenvoguecom
140,https://web.archive.org/web/20170101000000/http://thewonderment.com
153,https://web.archive.org/web/20170101000000/http://hioscar.com
154,https://web.archive.org/web/20170101000000/https://demo.elletest.com/
156,https://web.archive.org/web/20170101000000/http://www.unfpa.org/16girls
157,https://web.archive.org/web/20170101000000/http://reports.calvertjournal.com/journeys/
161,https://web.archive.org/web/20170101000000/https://masteredfromchaos.com
163,https://web.archive.org/web/20170101000000/http://www.nationalgeographic.com/magazine/2016/05/yellowstone-national-parks-bears-video/
169,https://web.archive.org/web/20170101000000/http://www.newyorker.com/goings-on-about-town
171,https://web.archive.org/web/20170101000000/http://www.nationalgeographic.com/magazine/2016/05/yellowstone-national-parks-bears-video/
176,https://web.archive.org/web/20170101000000/https://www.ifly50.com/
177,https://web.archive.org/web/20170101000000/http://resn.co.nz/
182,https://web.archive.org/web/20170101000000/https://airview.blueair.com/
186,https://web.archive.org/web/20170101000000/https://airview.blueair.com/
191,https://web.archive.org/web/20170101000000/http://www.vice.com/en_us
196,https://web.archive.org/web/20170101000000/https://youtu.be/fSYB8NjfMyA
